inchikey	smiles
XCVUPJBVKKACQB-KJOQGJGQSA-N	Cc1cc(N(C)C(=O)[C@H]2CC[C@H](Oc3cccc(CO)c3)CC2)ccc1CN1CCN[C@@H](C)C1
XEDJGCIOZDHXOR-SNVBAGLBSA-N	CCn1c(CO)nn(-c2nc(O[C@H](C)C(F)(F)F)c(C(=O)Nc3c(C)ccnc3Cl)cc2F)c1=O
XGCQKFFIRIFVIZ-UHFFFAOYSA-N	Cc1c(C#Cc2ccc(CN3CCC(CO)CC3)cc2)cc(C(F)F)c2cn(C(C(=O)Nc3nccs3)c3ncn4c3CCC43CC3)nc12
XKKGIGFZDVPVNO-NGGDXUQASA-N	[2H]C([2H])([2H])NC(=O)c1cncc(-c2cnn3cc(-c4cnn(C(C)C)c4)c(O[C@H]4CCOC4)nc23)c1
XOQVZSSDIQQUGO-UHFFFAOYSA-N	C=C(C)C(=O)Nc1ccc(-c2c(-c3ccc(Oc4nccc(C)n4)c(F)c3)c3c(N)ncnc3n2C)cc1
XOUDYBSHCAXSRW-UHFFFAOYSA-N	Cc1ccc2c(ncn2Cc2ccncc2)c1NC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1
XRAQVMXIJUACLK-UHFFFAOYSA-N	COC(=O)c1ccc(C(=O)N(C)C)nc1
XSQAKVOEISFPKD-UHFFFAOYSA-N	CCCC(NC(=O)C(O)c1cc(F)cc(F)c1)C(=O)Nc1cn(C(C)(C)CN2CCOCC2)cn1
XSQLEPZNGCNYKF-UHFFFAOYSA-N	O=C(O)c1ccc(I)cc1C(F)(F)F
XSQUJFKRXZMOKA-PAFIKIDNSA-N	COc1c([C@H]2[C@H](C(=O)Nc3ccnc(C(N)=O)c3)O[C@@](C)(C(F)(F)F)[C@H]2C)ccc(F)c1F
XTXSIGYGQYVLTJ-UHFFFAOYSA-N	N#Cc1cc(F)cc(-c2cc(N)c3c(c2)C2(CCCCC2)C(=O)N3)c1
XVGSKZXXLKUEIO-MRXNPFEDSA-N	Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOC[C@H]2CO)n1
XYWIPYBIIRTJMM-IBGZPJMESA-N	CC[C@@H](C(=O)Nc1ccc(C(N)=O)c(F)c1)n1cc(OC)c(-c2cc(Cl)ccc2-n2cc(C(F)(F)F)nn2)cc1=O
YCKSXEPJXNDHEB-UHFFFAOYSA-N	Nc1c(Cl)cc(C(=O)OCC2CCN(CCCn3nc(Cl)ccc3=O)CC2)c2c1CCO2
YFSNREBZTKMFEB-DHGHKPCRSA-N	C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(C6=CC[C@@](CF)(C(=O)O)CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
YFUQWZXHOQUZNS-AUECHSEWSA-N	CCSc1ncn2cc(C3=C(C(=O)OCc4ccc([N+](=O)[O-])cc4)N4C(=O)[C@H]([C@@H](C)O)[C@H]4[C@H]3C)sc12
YGIDGBAHDZEYMT-OJZMIRAZSA-N	OCC1O[C@@H](S[C@@H]2O[C@H](CO)C(O)C(n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O
YGMLILBJGNSSTD-UHFFFAOYSA-N	CCC1(CC)CC(=CN(C)C)C(=O)c2cc(OC)ccc21
YKAKSKHYOAHFDB-UHFFFAOYSA-N	CCCc1c(CSc2nnc(NC(=O)CC(=O)OCc3ccc(OC)cc3)s2)ccc(C(C)=O)c1O
YLJBFYZGSKMBEZ-MBSDFSHPSA-N	CCOC(=O)C1=C(CN2CCN3C(=O)N(CC(C)(C)C(=O)O)C[C@@H]3C2)NC(c2nccs2)=N[C@H]1c1cccc(F)c1C
YMGSLNVZHUIQNC-UHFFFAOYSA-N	Cc1ccccc1C1CCN(C)CC1CO
YTINZZFBHWSAGL-NDEPHWFRSA-N	N#Cc1ccc(N2CCN(Cc3ccc(COc4cccc5c4CN([C@H]4CCC(=O)NC4=O)C5=O)cc3)CC2)c(F)c1
YTRBUPKEYPDQGD-LJQANCHMSA-N	Cc1cnc2c(-c3ccc(C(=O)N(c4ncccc4C)[C@@H]4CCCNC4)cc3F)cnn2c1
YVCXCHGDIDSRTF-UHFFFAOYSA-N	NC(=O)NCC(=O)Oc1ccccc1
YWPHDFINYPQZQN-UHFFFAOYSA-N	Nn1c(C(=O)NCC2(O)CCN(C(=O)c3ccc(F)cc3)CC2)cnc1-c1ccc(F)cc1
YWSIONULMMKTSJ-UZGNFBRWSA-N	Cn1nc(C(=O)OCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1COc1cccc([C@@H](NC(=O)O[C@H]2CN3CCC2CC3)c2ccccc2)c1
YYOMJYAHSMAVHW-UHFFFAOYSA-N	O=C1Nc2ccccc2CN1C1CCN(CC(O)c2cccc(Cl)c2)CC1
ZAUJGUBWEYNLBF-UHFFFAOYSA-N	CCOCc1nc2cnc3ccccc3c2n1CC(C)(C)NC(=O)CCCCCNC(=O)CCS
ZBHDTTSFTMOEND-UHFFFAOYSA-N	COC(=O)c1ccnc(Cc2cnc3ccc(F)cc3n2)c1
ZBRUIMZWDMVRIW-UHFFFAOYSA-N	CCOC(=O)CCSC(Cc1cccc(OCC(=O)OCC)c1)c1cccc(OCc2ccc3ccccc3n2)c1
ZFVGEUSRKNMAJL-UHFFFAOYSA-N	CCCc1c(I)ncnc1I
ZKJVOFNXVHNODR-UHFFFAOYSA-N	CCOC(=O)C(F)(F)CN(c1nc(Cl)ncc1[N+](=O)[O-])C1CCCC1
ZNTVNNXGPZITBD-UHFFFAOYSA-N	COC(=O)c1cn2cc(-c3ccccc3)cc(C(C)C)c2n1
ZQXOMIPSVVBRGV-UHFFFAOYSA-N	Cn1ccnc1S(=O)Cc1cccc2cc(-c3nccs3)[nH]c12
ZRBPIAWWRPFDPY-IRXDYDNUSA-N	C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c(F)c(-c4nc(N)cc(C)c4C(F)(F)F)c(Cl)cc23)[C@@H](C)C1
ZTXVRZLOVRFPEC-UHFFFAOYSA-N	Cc1cc(-c2ccc(N3CCOCC3)cc2)c2nc(N)nn2c1
ZVERWTXKKWSSHH-UHFFFAOYSA-N	CC(C)Oc1ccc(C(=O)O)cc1
